Index,text
3860,"  In meinem Leben schlug mein Herz nie rechts. Hurra-Patriotismus, alles ist gut Mentalität ist dto. Populismus😜"
3861, Es handelt sich nicht um einen Priester der römisch-katholischen Kirche. Er gehört nicht zu uns und wir haben keine disziplinarische Gewalt.
3862,  Soll er doch dort verrotten
3863,RuW: Roland Wuttke – Nationale Selbstbestimmung in Europa https://t.co/Ascoe8vXDj
3864,"@suse1603 @EmmanuelMacron Weil wir uns überall klar GEGEN Gewalt und für friedlichen Protest aussprechen? Vergessen Sie es einfach, Ihre linke Dauerhetze glaubt Ihnen niemand. Gewalt und brennende Autos sind in Deutschland eher Sache Ihresgleichen!"
3865,"Aha, Afghanistan ist nicht sicher. Deutschland, England und Frankreich sind auch |LBR| nicht sicher. Also Schluss mit Aktionismus."
3866,ganz einfach... kein Geld keine Zähne... oder bekommen die Deutschen da was geschenkt??
3867,_online Die sind so „Blau-„äugig wie unsere altersdemente Bundeakanzlerin!
3868,dafür gibts torpetos
3869,Vor was habt ihr Angst Liebe Bürger !!!???? Steht endlich auf und Kämpft gegen das Regime!!!
3870,"OPCW Experten nun Endlich nach Duma!  Russland hatte der OPCW aus Sicherheitsgründen den Zugang verwehrt!  Problem : Das Kampfgas ist sehr flüchtig,und soll nach 7 Tagen,nicht mehr nachzuweisen zu sein!  Nun wer das Normal findet,der kann nur ein Troll sein!"
3871,Diese gottverdammten Ausländer .was soll noch alles passieren wir sind alle alle an dieser Sache schuld  weil wir nichts  machen. LEUTE geht auf die Straße.
3872,Der Unterschied zwischen Udo Jürgens und Conchita zeigt wie sehr sich Europa in 4 Jahrzehnte gewandelt hat. Lebt damit!
3873,"Bei der Nicht-Wahl von #HarderKühnel heißt der größte  Verlierer: Demokratie. Ja. Es gibt kein Recht auf Wahl. Aber es gibt eine Pflicht, die Nicht-Wahl zu begründen. Und es gibt keine Gründe. #schande"
3874,"_   _Gruenen Ich schmeiße nichts durcheinander. Jeder der einen Fuß über die deutsche Grenze setzt, hat bereits mehrere sichere Drittstaaten durchquert. Er hat laut GG keinen Anspruch auf Asyl."
3875,#Fakt: Gerade einmal 15% aller #Flüchtlinge befinden sich im industrialisierten Teil der Welt.
3876,Was heißt hier 'wird'?
3877,"  Nein, der Text des Antrages ist ziemlich gut. Ich hätte wenig Anderes geschrieben und vielleicht noch etwas ergänzt. Es kommt auf die Umsetzung an."
3878,"Das ist wohl wahr‼️

Da waren die Menschen noch Menschen - und keine Bestien ?"
3879,"Unsere Qualitätsjournalisten sind schon echte Genies: Da wird Europa jahrelang per Euro, Masseneinwanderung, EU-Sozialismus und Sinnlos-Vorschriften zerstört.  Und dann skandalieren sie einen Politiker, der 'nichts Illegales' tun will.  😂  #StracheVideo https://t.co/qz8kuCUjGC"
3880,@Uwe_Junge_MdL Andere Probleme hat der Typ bzw die AfD wohl nicht? Die sollten sich mal besser um den Klimaschutz bspw Gedanken machen.
3881,"Mein Gott 
Schmeißt die Scheisskackelacken endlich raus!!!!!
Das Mistpack kann machen was es will
Und was machen die deutschen?????
Du du du"
3882,  Die ist ein Merkel Vasall und handelt auf Anweisung von Merkel!! |LBR| Folgt den Aufruf eures Präsidenten Erdogan!
3883,Ab damit in der Heimat wieder die Merkel gleich mit zum kotzen
3884,"Warum beschäftigen sich alle noch mit dieser Dame? Einfach ignorieren - wie brauchen und haben NEUE Köpfe. Lasst sie doch labern, was sie will, die hat doch keine Aufmerksamkeit verdient, Null !"
3885,Ich seh auf dem Bild nur 3-4 Frauen.....
3886, Wir sind auch innen schön!
3887,"   Von solchen Menschen wie der Uli..oder die Uli...habe ich Panik....kompetente Luftpumpen. |LBR| Die Funktionsweise ist bekannt, hinten draufdrücken damit vorne ein fffftttt entsteht...😃😃"
3888,_  _WDA  Ich bin Dein größter Fan.
3889,Axtangriff in #Düsseldorf: Schreckliche Tat eines psychisch Kranken. Ich wünsche den Verletzten schnelle und vollständige Erholung.
3890," Ja bruder ich kenn da ne gute doku darüber die mal über Kriegsverbrechen an die deutschen berichtet da sieht man erstmal das briten, russen, amis und polen genau so viel dreck am stecken haben"
3891,so sieht es aus!
3892,"Wer überfordert ist, darf doch keine große Industrienation wie🇩🇪führen!  #GroKo-Bilanz ist einziges Desaster: Massenmigration,marode Infrastruktur,Bildungsnotstand,Mrd.-Umverteilung in andere #EU-Länder, Identitätskrise. Desh. #Neuwahlen! #AfD steht bereit.  https://t.co/FkanrhrfpZ"
3893,  Danke für die Korrektur ist mir auch gerade aufgefallen
3894," _ Ja, komisch. |LBR| Ist aber so. Ich würde mich auch mit 5 nicht schämen."
3895,man sollte diese Fratzen schlachten...
3896,"  Bitten Sie doch die Frau von Posener darum, dass sie uns ganz ruhig erklärt, dass es so nicht geht 😁"
3897,_Puetz Niemand hat die Türken gebraucht sondern die wurden uns von den USA nach dem Krieg aufgewzungen.
3898,Das deutsche #Nazi Pack muss sich irgendwann entscheiden. #KlappeHalten oder mal ernsthaften #Widerstand leisten.#WirSchaffenDas #rapefugees
3899,Gib mal bitte den link zu deren Seite oder deren Profil.
3900,"Wenn sämtliche PolitikerInnen-Villen genutzt werden, lassen sich diese Menschen bestimmt mühelos dort unterbringen... ;)"
3901,"Parteienwahlkampf &gt;&gt;&gt; Ich fühle mich richtig eingelullt, Versprechen, Vorhaben, hätten, könnten, wollten - wie immer, nichts als LÜGEN 😜"
3902,"Das ist wieder das andre Extrem und ein Schmarrn.Wichtig ist allein,dass jeder im Alltag Deutsch spricht/sprechen kann (es darf keine Ghettos geben und muslimische Frauen,die zu Hause hocken und kein Deutsch lernen). Staatssprache muss Pflicht sein!!!"
3903," Frau Merkel hat ein Krebsgeschwür nach Deutschland gebracht,es wird sich schlimmer ausbreiten als die Pest.Wir sind den Untergang geweiht.😠😠😠"
3904,gleiches für obdachlose
3905, Eigentlich ist die Antwort einfach. Wer heute glaubt das Volksvertreter das Volk vertritt der glaubt auch das Zitronenfalter Zitronen falten
3906,Festung Europa war damals nicht die schlechteste Idee
3907,Raus aus deutschland mit diesen Dreckfressen
3908," Ginge es nach mir würden alle Autos insbesondere PKWs, verschwinden und Transporte auf die Bahn und Schiffe verlegt."
3909,https://t.co/bsOmR0MzED
3910,_ Lass mal noch mal zählen...
3911,mein Land mein Stolz
3912,"@Ralf64904117 @friesenjens Ich frage mich eher, ob Grundschüler diesen Text geschrieben haben."
3913,Gesunde Ernährung - Ernährungstipps von Bas Kast | MDR um 4 | MDR https://t.co/NjdgqO7FjQ
3914,"Ich weiß, ich habe das schon mal geschrieben, aber: |LBR| Ich hasse die Grünen. Mit tiefster Inbrunst."
3915,Wir haben hunderte Lobbytreffen der #Groko zusammengetragen und durchsuchbar gemacht: 👇👇👇  https://t.co/8Z6O7NUV6S    Was uns dabei aufgefallen ist &gt; Thread https://t.co/R0pYMfO2WL
3916, Läuft anscheinend mit der Demokratie in Europa! 😨😲
3917,@Ralf64904117 😍😍😍😍🐒🕋🐒👍
3918, Bringt Leute um und ist wieder frei.Muss ich mir merken!
3919,Wie war der Rainer stream habs nicht gesehen ?
3920,"Mittlerweile skandiert die gesamte politisch-mediale Klasse die ""Refugees welcome""-Parole, die ursprünglich Linksextreme und die gewaltbereite Antifa in die Welt gesetzt haben.

Die politisch-mediale Klasse zerstört damit die politische Kultur in Deutschland und reklamiert dabei sogar den Begriff der Demokratie für sich. 

Durch dieses Vorgehen wird quasi der Bürgerkrieg in Deutschland heraufbeschworen!"
3921,"_Beck:""Wenn es um Israel geht in der Völkergemeinschaft und bei internationalen Organisationen, ist es immer einseitig."" #DILK16 "
3922,Lacht die Sozis und inre Merkeltruppe aus!Macht die Knechte lächerlich!
3923,"Zum vorherigen Retweet: Die ""Tolerant? Sind wir selber""-Filme haben wir im Sommer bei der Pride Night gezeigt. Sehenswert! ^ml"
3924,Ein paar Kratzer v einem Hund löst bundesweit auf allen Medien Kanälen große Empörung aus bei ermordeten DE ist das nicht d Fall |LBR| Jetzt AFD
3925,_Redaktion Und jetzt noch drei weitere für die #KrippeWelle nominieren!
3926,"  _jung60  _Ny_   Frag mal Deine muslimischen Freunde, warum sie eine Ideologie unterstützen, die von einem pädophilen Kriegstreiber erfunden wurde."
3927,"_effizient Ich halte niemand für normal, der einer Religion angehört. Aber das ist eine andere Geschichte."
3928, Träum süß. Und lass dem Dalek Platz im Bett 😁
3929,Gegen welche Gesetzte der Islam verstößt oder verletzt wird natürlich nicht gesagt...
3930,"die haben nichts verloren, das ist gewollt von unserer Merkel"
3931,"Respekt Herr Baumgartner, ich habe meine Hochachtung vor Ihnen und ziehe meinen Hut vor Ihnen. Das Problem ist nur, wenn die Merkel weg ist kommt ein andere(r) oder andere,. Das Problem ist nicht die Bundesregierung, sondern dass ein Großteil der Bevölkerung dafür ist was die Bundesregierung macht und danach richtet sich die Regierung wegen Waehlerstimmen. Später kommt dann leider das böse Erwachen. Ist leider so....."
3932,"Islamkritik ist die Feststellung,dass hier in Europa einiges falsch läuft.  Warum reagiert bei solchen Fakten niemand empört?   Das ist doch alles nicht mehr normal..... wenn man Jugendliche fragt kommt nur: Ja ne keine Ahnung,weiss auch nicht. Sie informieren sich auch nicht! https://t.co/xpHDyolbDH"
3933,"Man kann es den Flüchtlingen eh nicht recht machen. Sieht man doch. Zünden Zelte an, schmeißen Essen weg etc."
3934," _larkin Nirgendwo steht, dass man auf dumme Fragen von Unbekannten ohne Ende antworten muss."
3935, etwas parteitag und so 😎
3936,Paniertes Hühnchen beim Asiaten gegessen. War natürlich viel zu fettig. Mein Körper straft mich prompt mit Übelkeit. Danke auch...
3937,@FinjaFinte So fingen die meisten Schließungen an....
3938,Ihr nazis..traurig
3939," Nee, man nennt es Verstand und erzieherische Maßnahne in die richtige Richtung ! Aber so etwas verstehen Linke,Kommies und Merkels nicht !"
3940," Warum verbieten wir denen eigentlich nicht alles, ich meine in dem was sie ihr Grundgesetz nennen steht Art. 20/2 „alle Staatsgewalt geht vom Volke aus“ und machen von unserem Widerstandsrecht Art. 20/4 gebrauch, andere Abhilfe ist nicht mehr möglich ‼️‼️"
3941,"Interessante Vorstellung... Mal eben 3.621,0 km Zaun oder Mauer aufbauen und jeden Meter kontrollieren..."
3942,"Ihr seid keine Patrioten, ihr seid Volldeppen!!!"
3943, Edeka soll mal früher aufmachen die Hurensöhne
3944,Was gäbe ich für diese Frau als Bundeskanzlerin....
3945,Bei #Straftaten durch kriminelle #Nordafrikaner gibt es einen Anstieg von 150%! #Nafris  https://t.co/XGbliozyNq via @welt
3946, Mal sehen...wenn ich jetzt schreiben würde mann soll Flüchtlinge würgen dann werde ich bestimmt gesperrt..?
3947,"Gerade haben 1.000 Invasoren die österreichische Grenze durchbrochen, um Germoney zu zwangsbeglücken. Mit der zurückhaltenden Art dieser ""Neubürger"" werden wir noch viel Spaß bekommen.  http://www.focus.de/politik/ausland/wollen-nach-deutschland-1000-fluechtlinge-durchbrechen-absperrung-an-oesterreichischem-grenzuebergang_id_5036096.html"
3948,"Habe den Beginn dieser Zensur vor Jahren mal bemerkt und meine Beobachtungen gepostet. Das Resultat war ein Shitstorm wegen ""Verharmlosung"" der Nazizeit. Soviel zum Thema ""wehret den Anfängen"". Willkommen im 4. Reich. Mich wundert nur noch, daß es Leute gibt, die was merken."
3949,"Mich freut, dass die Zivilgesellschaft unglaublich mobilisiert worden ist.“ EKD-RV  Bedford-Strohm zum #Reformationsjubiläum	OTHER	OTHER
_vStorch Claudia Roth ist eine Schande für Deutschland. Und eine Peinlichkeit für JEDE Partei.	OFFENSE	INSULT
#Yvonne #Willicks frisst sich durch die Welt sie passt schon nicht mehr auf einen 16 zu 9 Bildschirm #Servicezeit #WDR	OFFENSE	INSULT
  Gar nicht erst abschalten! /sth	OTHER	OTHER
  _asf  Sieht man ja an Merkel. Die ist immer noch nicht Kanzlerin weil die bösen Männer sie einfach nicht lassen...	OTHER	OTHER
 _jung60   _Ny_   Ich habe ein Problem mit dem Katholizismus, dem Judentun, der russischen Bevölkerung und mit Neonazis.	OFFENSE	ABUSE
 da fällt mir gleich die kippe aus der Fresse ,bei dem Anblick 🙈😂	OTHER	OTHER
TBB erschüttert darüber,dass AfD nicht nur d. Einzug geschafft hat,sondern auch noch so stark im Bundestag vertreten sein wird #BTW17 #noafd	OTHER	OTHER
@_teatimecookie_ Einen Mann dazu zu bringen wäre, wie Euch Frauen dazu zu bringen, nicht mehr in Schaufenstern voller Schuhe zu glotzen.	OFFENSE	ABUSE
Die Frage nach dem Sinn des Lebens wird deshalb immer wieder gestellt, weil den Menschen die offensichtliche Antwort nicht behagt.	OTHER	OTHER
_knabe da passt jemand auf :-) Im Frühjahr 2016 ist die Publikation verfügbar, das Manuskript ist so gut wie fertig.	OTHER	OTHER
Bundesinnenminister auf #Kirchentag: Stichtagsregelung für Geflüchtete in Deutschland - das kann man diskutieren."" #dekt17"
3950,ab5a499695610f4c nu geht das aber los hier
3951,Deutsche Hiebe per Post https://t.co/BD5clmXI7f https://t.co/eATfg4EbIG
3952,Ein Generalstreik muss her
3953,Und die Amis haben recht!Sie Uberwachen ihre Sklaven!
3954,dann tut endlich etwas dagegen----über 180.500 Bürger wehren sich bereits gegen diese Regierung---unterschreiben und teilen---https://www.change.org/p/wir-fordern-den-r%C3%BCcktritt-der-bundeskanzlerin-dr-a-merkel-und-sofortige-neuwahl-der-bundesregierung-resignation-of-the-german-chancellor-dr-a-merkel-and-immediate-reelection-of-the-german-government?recruiter=377615820&utm_source=share_petition&utm_medium=copylink
3955,Die ganze Bande der Ostküste hat sich wohl abgesetzt.
3956,"      _stone_f_sun      @_Apuleius _sj    __D _recht _org ... aber da steht wieder mal die Religion auf der Bremse. Natürlich muss man aufpassen das diese Technologien nicht missbraucht werden oder die Gewinne nur bei den Eliten hängen bleiben. Was Atomwaffen angeht geb ich dir recht, da hätte man sich gewünscht das die Kirche bremst."
3957,"  Beim besten Willen,  ich kann die nicht in Schutz nehmen. Kuenast hat viele Menschen, die am Existenzminimum leben auf hohe Geldstrafen verklagt. Wenn ein ""Flüchtling"" Amok läuft, fordert sie Täterschutz. Ich bekomme auch Hate im Internet; ignoriere solche Dumpfbacken..."
3958,#fakt auf #ard: #asylanten fahren mit Taxi herum auf Steuerzahlerkosten. mehrere 100€. #merkel macht es möglich! unglaublich!
3959, Umgekehrt. Sie tun es in ihren Texten. Ich habe lediglich ihre Zeitung zitiert.
3960,"Jo, Selbstkritik ist ein Luxus....."
3961,"@nurwesentliches @ErichAschi @NZZ So, so. Die kennen sie? Wer wird denn gezwungen zu einem Arzt gehen. Sie? Wie gesagt, gehen Sie doch einfach nicht und sparen Kosten!"
3962,@realJohr @Mountaindream5 Die AfD hat für gar nichts durchdachte Konzepte.   Die können nur 'Ausländer raus!' brüllen und sich über ein 16 jähriges Mädchen echauffieren! Sonst ist da durch und durch nur heiße Luft!
3963,Warum hat die Evolution eigentlich Nationalstaaten hervorgebracht? |LBR| Zum Nutzen der Bewohner |LBR| Warum Globalisierung? |LBR| Zum Nutzen der Geldeliten
3964,"#Politiker und #Medien sollten sich einmal fragen warum die Deutschen immer #radikaler werden. |LBR| Wenn Politiker und #Medienvertreter selbst die Antwort nicht finden, ich helfe gerne aus und das ehrenamtlich!"
3965,"Wisst ihr, was der letzte Satz meiner Freundin war? 'Ich hab euch lieb!' Die Liebe ist das, was am Ende  bleibt. Sie ging in dem Wissen, geliebt zu werden und ihre Liebe in anderen zurückzulassen. Wir alle haben ein Stück von ihr erhalten und dafür eins in ihr belassen."
3966," _Pazderski Sich für muslimische Feiertage einzusetzen, bedeutet nicht gleich religiös zu sein. Es bedeutet sich für die im Grundgesetz verankerte Religionsfreiheit einzusetzen. Alles andere über unsere Organisation finden Sie unter: tgd.de, dann kommt es auch zu weniger Missverständnissen."
3967,"Ekelhaft. die armen Mädchen, das tut mir richtig mit weh. Hoffentlich findet man diese Verbrecher und schneidet ihnen den Schwanz und Eier ab und dann ab in den Knast und die Mithäftlinge sollen sich an denen Begnügen."
3968,Kam gar nicht in den Nachrichten  :-p
3969,Macht es am Montag vor tausenden òffentlich
3970,  ...wie kann man eine angebliche 15cm Schnittwunde mit einem 5cm Pflaster abdecken..? |LBR| ...das ist der Stoff aus dem Filme gemacht werden...fragt @_fatihakin_
3971,_m_b Nein dafür ist sie zu degeneriert! Die alte ist doch auch Drogen total schlechte Haut und ständig das nervöse blinzeln #maischberger
3972,"Suchen dringend noch Leute die zuschauen, wie ein Fremdgeher und Taschen-Dieb bestraft wird. Ein linker Student! 
Der Plan ist genial! Bitte meldest euch!"
3973,"Geil 
Find ich gut"
3974,"@Ralf64904117 Hat so bissl was Unheimliches an sich, wie in einem Thriller - «Tangofranz schlägt zurück».     Die Römisch-Katholische Kirche startet im 21. Jahrhundert mglw. erneut die Christianisierung des Abendlandes.    Fazit: Nüscht jenauet wees'ma nich!     #FragenÜberFragen"
3975," @_macmike  _putin    _       _silve      _Franz Man sperrt Akten, wenn sie den Staat belasten."
3976,@realJohr @foffo Frau Steinbach Demenz vorzuwerfen ist unredlich weil es alle Demenzkranken  beleidigt. Hirntod ist der richtige Ausdruck für die.
3977,"     _stone_f_sun      @_Apuleius _sj    __D _recht _org Oh sorry, auf welchem Weg hast du von den Geschichten erfahren? Ich bin davon ausgegangen, dass du die Bibel gelesen hast, die ja nun mal von RKK ""zusammengestellt"" wurde. Um es mal freundlich auszudrücken."
3978,"Klar und wenn wir was haben, zahlen wa scheiß viel geld"
3979,Vorbereitung auf das Wochenende👍👍👍 https://t.co/PX3EEVaA68
3980,"Zählen können sie nur, wenn es um die ""Aufwandsentschädigungen"" von den angekarrten Klatschpappen geht... :)"
3981,Wau
3982,  _Beck Warum seid Ihren Mossis eigentlich alle so bekloppt?
3983,Ich finde diese Frau klasse !!!!!!
3984,Einfach nur widerlich.
3985,  Keine Kurde kann IS und Türken Barbarei verteidigen.
3986," #Meuthen, wie auch der Rest der #AfD, toleriert doch längst den deutsch-nationalen #Antisemitismus, #Rassismus &amp; die damit verbundene Hetze innerhalb der #LuegenAfD &amp; weiten Teilen #Deutschland‘s. #Maier ist, wie #Gauland, #Gedeon, #Höcke, oder #Poggenburg KEIN Einzelfall! #noAfD"
3987,  ich bin mir bei diesen Verlotterten nie sicher ob Grün oder Links
3988,"Die wichtigste Frage ist doch: Kam Heiko mit Kippa zu den Mullahs?  Und wenn ja, durfte er die aufbehalten? https://t.co/86GDRQv9Bg"
3989,es ist unser recht unsre grenze zu schützen
3990,#Griechenland will Milliarden für #asylanten um griechische Rentner zu bezahlen! die griechische marine soll Migranten in die türkei bringen
3991,Muß man gesehen haben
3992,"@BlondJedi @akk Klarnamen sind doch vollkommen OK. Schließlich heiße ich Fox Mulder und ich bin sicher, dass die Regierung das nicht bezweifeln wird. ^^"
3993,"Früher warst du 30 Jahre eingesperrt.   Oder du hast dein eigenes Leben riskiert, für die Idee Freiheit und Demokratie.  Heute reicht Schulschwänzen gegen den Klimawandel für den #Friedensnobelpreis.  Den Preis kann man schon vergessen. https://t.co/fKF9VkGt5t"
3994," _fanboi Ja. Männersteuer, oder so. Kommt noch. Die Umverteilung hin zu Frauen ist ja bereits jetzt massiv."
3995,"Rund 200-300 Demonstrierende bei pro-palästinensischer Kundgebung am #Washingtonplatz. Alles halbwegs ruhig, keine auffälligen Flaggen. #berlin"
3996,"Herr President Zeman halten Sie durch,das Tschechische Volk steht hinter Ihnen denn was Juncker,Merkel usw aus Europa gemacht haben ist das größte Verbrechen was Europa je erlebt hatte.Sie haben dem Islam Europa einfach geschenkt und werden als Zerstörer Europas in die Geschichte eingehen."
3997,"Ich frage mich die ganze Zeit: Es kamen doch jede Menge im Zug zu uns - habe aber seltsamerweisee nie etwas über zugeschi..... Wagontoiletten gehört.... Oder hab ich da was verpasst....?! Aber jetzt werden eigens Toiletten entworfen um das ""Problem"" zu lösen... soweit kommts noch."
3998,Abschwung hat auch Dynamik!😂 https://t.co/OoiEcivZGe
3999,"Unsere jetzige Regierung ist Verbrecherisch,Hochkriminell,AntiDEUTSCH,Korrupt und Geldgierig. Also ?? Was soll man mit so einen Scheiß ??"
4000,"#ekdsynode beschließt Kundgebung: ""So wirst du leben (Lk 10,28) Europa in Solidarität - Evangelische Impulse"""
4001,  Diese Gesichter kamen zum Vorschein weil sich Deutschland uneinig ist....und jetzt wird alles nur noch schlimmer..!
4002,Die #AfD will einen Sitz in der #Holocaust-Mahnmal-Stiftung. Leider hat die #LuegeAfD nach ihren Einzug in den #Bundestag ein Anrecht auf Vertretung in diversen Aufsichtsgremien - auch für die Stiftung »Denkmal für die ermordeten #Juden Europas«. #Antisemitismus #noAfD #FCKAfD
4003,   _beck    Vor allem ist es hochgradiger Schwachsinn.
4004,"Ob es Juden Muslems oder andere Extrem Religionen sind haben die nichts aus unserer Geschichte gelernt,beschweren sich über Ihre schlechte Behandlung in der Vergangenheit wollen aber immer noch in Deutschland leben.Müssen wir denn wieder deutlicher werden und Altes wieder anwenden?"
4005,"Shinzo Abe redet vom Verstoß, gegen UN Resolution???,
Gerade er."
4006,70%sind männlich....das d Medien manipulieren lange durchschaut..
4007,Ordnung muss sein: Drogen-Dealer im Görlitzer Park bekommen farblich markierte Verkaufsplätze zugewiesen!  😂  https://t.co/yITwiZaLGU #Görli #Berlin
4008,  Kotz deine Propaganda wo anders aus. Hier bist du falsch.
4009,   Haben wir bei der Schwuchtel auch schon vermutet....
4010,   Ich habe einen Konflikt mit den menschenverachtenden Politikern aus unserer Regierung und nicht mit dem deutschen Volk.
4011,Afrikaner die sowas machen sind schwarze ?
4012,"@Uwe_Junge_MdL Massenzuwanderung ...... Aluhüte, neue Aluhüte ...."
4013,  So kennen wir die Antifantenbrut! 👎🖕
4014,@Uwe_Junge_MdL besser als blau schwarz!! #noafd
4015,Die sogenannte Bundesregierung hat doch jetzt eine Verschärfung des Asylrechts beschlossen. Leider vermisse ich die entsprechende Festlegung dass kriminelle Asylbewerber ihr Anrecht auf Asyl verwirkt haben und sofort abgeschoben werden dürfen. Das wäre eine der wichtigsten Massnahmen um schon einmal die Spreu vom Weizen zu trennen. Vielleicht wäre dann auch mal mehr Platz in den Unterkünften.
4016,"Tja, Leute, für Stimmungswechsel in Deutschland sorgen schon die Testosteronbomben aus Afrika und Orient. Hoffentlich erwischen sie zuerst die Gutmenschen."
4017,"Lieber bezahlter Diener Putins, als Speichellecker einer korrumpierten deutschen Politik 😜"
4018, Bin ich auch dafür. Man sollte aber auch monatlich unsere Politiker auf ihren Geisteszustand prüfen.
4019,#Dobrindt versucht seine Inkompetenz durch Provokationen zu verschleiern. #CSU #GROKO #nogroko
4020,Tim: Die Zerstörung der Angela Merkel! Wird Amthor antworten? https://t.co/qLZAtYpM7G https://t.co/oFeEPDlBsw
4021,"Es müssen Grenzen aufgezeigt werden und leider auch wieder errichtet werden. Mir geht's sicher wie vielen die dem europäischen Gedanken positiv gesehen haben. Aber zur Zeit bin ich nur enttäuscht, nicht nur wegen der Flüchtlingskrise."
4022,ich frage mich auch warum Asyl wenn die flüchtlinge auf bleiberecht klagen und die alle integriert werden sollen. schwachsinn. hier wird das grundgesetzt gebrochen.
4023,_by Es ist und bleibt was es ist....illegal..! |LBR| Gebt Ihnen was zu essen was zu trinken...und statt die gleiche beschwerliche Rückreise einen angenehmen Rückflug..!
4024,"_Krug Wenn man sich die Mühe macht den 2+4 Vertrag einmal zu lesen und juristische Kenntnisse hat wird man sehr schnell feststellen das hier irgendwas seht schief gelaufen ist, es sind praktisch keine Vertragsbedingungen erfüllt worden"
4025,"Ich möchte ja die besinnliche Weihnachtsstimmung nicht stören. Aber neben PR-trächtigen Events für Wohnungslose wäre es doch schön, mehr bezahlbaren Wohnraum zu schaffen und den Sozialstaat zu stärken, oder?"
4026,....Das war mal..... leider.....Heute schlagen die nicht mal einen Hobbit. ...
4027,"Inzwischen haben die Super Kapitalisten,die Merkel schont,soviel Mammon,das die nicht wissen,wohin damit!  Die Nachfrage regelt den Wert!"
4028,Cäsarenwahn heißt das glaub ich...
4029,"Wunderbares Interview, bitte die hysterische, kleine Frau (die gebetsmühlenartig die ofiziellen Argumente runterbetet) beachten !!!                                                                                 https://www.facebook.com/AufwachenDeutschland1/videos/1041204469247139/"
4030,"Und wir deutschen werden zur Kasse gebeten 
Unverschämt"
4031," Gott hat zuviel Humor, als dass er über die Stöckchen springen würde, die Sie ihm hinhalten."
4032,"Das wäre bitter nötig, ist aber weder von unserer Regierung noch vonunserem Vormund  USA gewollt !"
4033,Hinweise und Informationen zur Sicherheit im Netz…https://t.co/LQtVF9EQSN – 3 https://t.co/UfHG0rOxH4 https://t.co/EGJyArNLAb
4034,"Wenn ich nachdenke,ist es schon erniedrigend im ""Lobbyisten.Babel"" Deutschland unter Führung der Finger kauenden Marionette leben zu müssen😜"
4035,"Wir nehmen richtig viel Rückenwind mit aus dem #Reformationsjubiläum. Das wird die Zukunft prägen.“ - EKD-RV  Bedford-Strohm	OTHER	OTHER
_ali  Welche Rechte vom Muslimen sind denn in Europa in Gefahr?	OTHER	OTHER
Im Koran steht zwar, dass Moslems Ungläubige töten sollen, aber das hat nichts damit zu tun, wenn Moslems Ungläubige töten.	OFFENSE	ABUSE
_Farr0n  Die Juden in Deutschland waren Deutsche und keine Anderen. Deutsche und Juden zum Gegensatzpaar zu machen ist völkisch und antisemitisch. Juden und Deutsche sind Identitäten mit Schnittmenge. Zumal aschkenasische Juden zum deutschen Kulturkreis gehören. Sie kommen vom Rhein.	OTHER	OTHER
erster FC #Bayern #München zeichnet sich aus durch Scheintote als Trainer und #Schwerverbrecher im Management	OFFENSE	INSULT
 _niels  Ich weiß worum es geht: Um Frauen und ihre emotionalen Befindlichkeiten. Wie immer.	OFFENSE	ABUSE
_Politik   |LBR| Der Roland Koch sollte zurück in die Politik und die Spitze übernehmen.	OTHER	OTHER
_Hi In Wahrheit leben die Jesiden auch gar nicht so religiös.	OTHER	OTHER
Kämpft gegen die Ostküste, kämpft für die Freiheit Èuropas!	OTHER	OTHER
 Deine Meldungen sollten tgl. im FS kommen.dann würde der letzte Schlafmichel endlich wach.	OTHER	OTHER
  ich hab ja auch nicht behauptet das DU das bestritten hast.	OTHER	OTHER
  _fanboi _ Die sind wie ich ☺	OTHER	OTHER
 Was hätte A. H. mit solche skupellosen Tätern gemacht? Sicher das Richtige!	OFFENSE	ABUSE
@_StultaMundi Ich meine den Unsinn mit Todesstrafe für Shrimps, Kleidung und Homosexualität.	OTHER	OTHER
Die Witze von  gehen auf keine Vorhaut.	OTHER	OTHER
Ich freue mich auf die erste weibliche Präsidentin Frankreichs Marine Le Pen. _oezdemir #illner	OTHER	OTHER
 _SPD Redet da etwa ein SPD Politiker von Rechtsstaat? |LBR| Dessen Parteifreund Steinmeier hätte als Minister kleine Kinder im Dreck verrecken lassen	OFFENSE	INSULT
_Mertes  Ist halt Feminismus im fortgeschrittenen Stadium. Was erwartet Du da?	OFFENSE	ABUSE
 Es als Errungenschaft zu verkaufen, den Bürgern weniger von deren eigenem Geld wegzunehmen ist schon mal sehr cool. Und wer hat die Straßenausbaubeiträge"" denn eigentlich eingeführt, wenn nicht die CSU?"
4036,Die können noch stolz auf ihre Regierung sein
4037,@Hartes_Geld Grüne Inzucht !
4038,"Sie wa schon immer eine Gefahr  für  Deutschland deswegen hab 7ch sie nicht gewählt wie so tausende  andere... ich sag nur, Bilderberger !!!"
4039,"Wer sein Land vor Eindringlinge schützen muss,darf auch von der Schusswaffe gebrauch machen. PUNKT."
4040,#Trapattoni wirft Deutschland Allmachtsphantasien vor und spricht von italienischen 'Genies'. Langsam senil? https://t.co/hxHyD3lvNy
4041,"Oh mann,  ist das gruselig!!!"
